period,state,medium,partisanship_scenario,diet_threshold,political_lean,program,network,value
Last 3 months,MS,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 3 months,MS,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 3 months,MS,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 3 months,MS,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 3 months,MT,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 3 months,MT,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 3 months,MT,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 3 months,MT,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 3 months,NC,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,NC,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 3 months,NC,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 3 months,NC,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 3 months,ND,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 3 months,ND,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 3 months,ND,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 3 months,ND,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 3 months,NE,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 3 months,NE,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 3 months,NE,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,NE,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 3 months,NH,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 3 months,NH,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 3 months,NH,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 3 months,NH,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 3 months,NJ,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 3 months,NJ,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 3 months,NJ,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 3 months,NJ,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 3 months,NM,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 3 months,NM,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 3 months,NM,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 3 months,NM,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 3 months,NV,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 3 months,NV,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 3 months,NV,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 3 months,NV,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 3 months,NY,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,NY,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 3 months,NY,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 3 months,NY,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 3 months,OH,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 3 months,OH,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 3 months,OH,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 3 months,OH,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 3 months,OK,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 3 months,OK,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 3 months,OK,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,OK,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 3 months,OR,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 3 months,OR,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 3 months,OR,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 3 months,OR,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 3 months,PA,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 3 months,PA,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 3 months,PA,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 3 months,PA,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 3 months,RI,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 3 months,RI,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 3 months,RI,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 3 months,RI,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 3 months,SC,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 3 months,SC,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 3 months,SC,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 3 months,SC,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 3 months,SD,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,SD,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 3 months,SD,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 3 months,SD,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 3 months,TN,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 3 months,TN,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 3 months,TN,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 3 months,TN,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 3 months,TX,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 3 months,TX,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 3 months,TX,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,TX,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 3 months,UT,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 3 months,UT,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 3 months,UT,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 3 months,UT,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 3 months,VA,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 3 months,VA,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 3 months,VA,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 3 months,VA,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 3 months,VT,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 3 months,VT,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 3 months,VT,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 3 months,VT,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 3 months,WA,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 3 months,WA,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 3 months,WA,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 3 months,WA,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 3 months,WI,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,WI,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 3 months,WI,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 3 months,WI,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 3 months,WV,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 3 months,WV,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 3 months,WV,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 3 months,WV,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 3 months,WY,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 3 months,WY,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 3 months,WY,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 3 months,WY,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 6 months,AK,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 6 months,AK,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 6 months,AK,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 6 months,AK,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 6 months,AL,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 6 months,AL,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 6 months,AL,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 6 months,AL,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 6 months,AR,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 6 months,AR,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 6 months,AR,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 6 months,AR,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 6 months,AZ,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 6 months,AZ,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 6 months,AZ,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 6 months,AZ,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 6 months,CA,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,CA,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 6 months,CA,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 6 months,CA,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 6 months,CO,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 6 months,CO,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 6 months,CO,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 6 months,CO,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 6 months,CT,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 6 months,CT,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 6 months,CT,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,CT,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 6 months,DC,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 6 months,DC,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 6 months,DC,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 6 months,DC,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 6 months,DE,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 6 months,DE,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 6 months,DE,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 6 months,DE,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 6 months,FL,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 6 months,FL,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 6 months,FL,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 6 months,FL,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 6 months,GA,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 6 months,GA,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 6 months,GA,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 6 months,GA,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 6 months,HI,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,HI,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 6 months,HI,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 6 months,HI,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 6 months,IA,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 6 months,IA,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 6 months,IA,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 6 months,IA,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 6 months,ID,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 6 months,ID,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 6 months,ID,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,ID,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 6 months,IL,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 6 months,IL,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 6 months,IL,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 6 months,IL,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 6 months,IN,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 6 months,IN,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 6 months,IN,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 6 months,IN,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 6 months,KS,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 6 months,KS,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 6 months,KS,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 6 months,KS,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 6 months,KY,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 6 months,KY,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 6 months,KY,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 6 months,KY,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 6 months,LA,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,LA,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 6 months,LA,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 6 months,LA,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 6 months,MA,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 6 months,MA,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 6 months,MA,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 6 months,MA,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 6 months,MD,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 6 months,MD,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 6 months,MD,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,MD,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 6 months,ME,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 6 months,ME,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 6 months,ME,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 6 months,ME,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 6 months,MI,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 6 months,MI,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 6 months,MI,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 6 months,MI,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 6 months,MN,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 6 months,MN,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 6 months,MN,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 6 months,MN,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 6 months,MO,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 6 months,MO,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 6 months,MO,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 6 months,MO,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 6 months,MS,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,MS,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 6 months,MS,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 6 months,MS,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 6 months,MT,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 6 months,MT,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 6 months,MT,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 6 months,MT,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 6 months,NC,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 6 months,NC,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 6 months,NC,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,NC,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 6 months,ND,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 6 months,ND,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 6 months,ND,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 6 months,ND,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 6 months,NE,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 6 months,NE,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 6 months,NE,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 6 months,NE,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 6 months,NH,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 6 months,NH,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 6 months,NH,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 6 months,NH,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 6 months,NJ,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 6 months,NJ,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 6 months,NJ,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 6 months,NJ,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 6 months,NM,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,NM,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 6 months,NM,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 6 months,NM,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 6 months,NV,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 6 months,NV,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 6 months,NV,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 6 months,NV,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 6 months,NY,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 6 months,NY,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 6 months,NY,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,NY,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 6 months,OH,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 6 months,OH,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 6 months,OH,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 6 months,OH,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 6 months,OK,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 6 months,OK,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 6 months,OK,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 6 months,OK,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 6 months,OR,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 6 months,OR,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 6 months,OR,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 6 months,OR,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 6 months,PA,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 6 months,PA,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 6 months,PA,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 6 months,PA,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 6 months,RI,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,RI,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 6 months,RI,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 6 months,RI,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 6 months,SC,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 6 months,SC,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 6 months,SC,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 6 months,SC,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 6 months,SD,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 6 months,SD,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 6 months,SD,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,SD,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 6 months,TN,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 6 months,TN,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 6 months,TN,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 6 months,TN,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 6 months,TX,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 6 months,TX,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 6 months,TX,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 6 months,TX,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last 6 months,UT,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last 6 months,UT,online,lenient,75,R,Tucker Carlson,Fox News,1
Last 6 months,UT,online,stringent,50,R,Tucker Carlson,Fox News,2
Last 6 months,UT,online,stringent,75,R,Tucker Carlson,Fox News,3
Last 6 months,VA,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last 6 months,VA,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last 6 months,VA,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last 6 months,VA,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last 6 months,VT,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,VT,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last 6 months,VT,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last 6 months,VT,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last 6 months,WA,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last 6 months,WA,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last 6 months,WA,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
Last 6 months,WA,online,stringent,75,R,Anderson Cooper 360,CNN,6.6
Last 6 months,WI,online,lenient,50,R,Tucker Carlson,Fox News,0.1
Last 6 months,WI,online,lenient,75,R,Tucker Carlson,Fox News,0.6
Last 6 months,WI,online,stringent,50,R,Tucker Carlson,Fox News,1.6
Last 6 months,WI,online,stringent,75,R,Tucker Carlson,Fox News,2.6
Last 6 months,WV,online,lenient,50,R,Tucker Carlson,Fox News,2
Last 6 months,WV,online,lenient,75,R,Tucker Carlson,Fox News,7
Last 6 months,WV,online,stringent,50,R,Tucker Carlson,Fox News,12
Last 6 months,WV,online,stringent,75,R,Tucker Carlson,Fox News,17
Last 6 months,WY,online,lenient,50,R,Anderson Cooper 360,CNN,1
Last 6 months,WY,online,lenient,75,R,Anderson Cooper 360,CNN,3
Last 6 months,WY,online,stringent,50,R,Anderson Cooper 360,CNN,5
Last 6 months,WY,online,stringent,75,R,Anderson Cooper 360,CNN,7
Last month,AK,online,lenient,50,R,Tucker Carlson,Fox News,0.5
Last month,AK,online,lenient,75,R,Tucker Carlson,Fox News,1
Last month,AK,online,stringent,50,R,Tucker Carlson,Fox News,2
Last month,AK,online,stringent,75,R,Tucker Carlson,Fox News,3
Last month,AL,online,lenient,50,R,Anderson Cooper 360,CNN,6.6
Last month,AL,online,lenient,75,R,Anderson Cooper 360,CNN,16.6
Last month,AL,online,stringent,50,R,Anderson Cooper 360,CNN,26.6
Last month,AL,online,stringent,75,R,Anderson Cooper 360,CNN,36.6
Last month,AR,online,lenient,50,R,Tucker Carlson,Fox News,1.6
Last month,AR,online,lenient,75,R,Tucker Carlson,Fox News,6.6
Last month,AR,online,stringent,50,R,Tucker Carlson,Fox News,11.6
Last month,AR,online,stringent,75,R,Tucker Carlson,Fox News,16.6
Last month,AZ,online,lenient,50,R,Anderson Cooper 360,CNN,0.6
Last month,AZ,online,lenient,75,R,Anderson Cooper 360,CNN,2.6
Last month,AZ,online,stringent,50,R,Anderson Cooper 360,CNN,4.6
